EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5387132,SAN LUIS OBISPO CO.,OCEANO,2/2/2004,1500,Tornado, ,F0,0,0,0,0,CA,PST, ,1166727,C,79,LOX,0,0,NEWSPAPER, ,0.5,5,1,W,1,W,OCEANO,2/2/2004,1505,35.1,-120.63333,35.1,-120.63333,"A waterspout, which developed offshore of Oceano Dunes, came onshore as a weak tornado. The weak tornado hit a park ranger in his truck. Fortunately, the park ranger was not injured and his truck sustained no reportable damage.",,11
5405920,TULARE CO.,MINERAL KING,7/7/2004,1532,Tornado, ,F0,0,0,0,0,CA,PST, ,1173153,C,107,HNX,0,0,GENERAL PUBLIC, ,0,40,18,NE,18,NE,MINERAL KING,7/7/2004,1537,36.63333,-118.35,36.63333,-118.35,,"A high altitude tornado (approximately 12,000 feet M.S.L.) was reported by the general public near Rockwell Pass and substantiated by photos provided to the NWS about a week after the event. The tornado was short-lived and quasi-stationary. There was no discernible damage path due to location above the tree-line in rocky ground in the Tulare County Mountains per the eyewitness. The path width was estimated. Grape-shaped hail with its longest axis at 1-inch occurred initially and concurrently with the tornado. The large hail diminished to less than severe threshold after approximately 15 minutes but smaller hail continued to occur in the vicinity for an hour (ending at 1632 PST).",12
5418492,SAN BERNARDINO CO.,YUCCA VLY,8/14/2004,1118,Tornado, ,F0,0,0,0,0,CA,PST, ,1178023,C,71,SGX,0,0,TRAINED SPOTTER, ,1,200,14,NNW,14,NNW,YUCCA VLY,8/14/2004,1123,34.3,-116.55,34.3,-116.55,A trained spotter reported a tornado with very intense rotation and a width of 200 yards 14 miles north northwest of Yucca Valley. There were no reports of damage.,,13
5418491,SAN BERNARDINO CO.,PHELAN,8/14/2004,1140,Tornado, ,F0,0,0,0,0,CA,PST, ,1178023,C,71,SGX,0,0,LAW ENFORCEMENT, ,1,800, , , , ,PHELAN,8/14/2004,1145,34.41667,-117.56667,34.41667,-117.56667,Both the CDF and CHP reported a 1/2 mile wide tornado near Phelan. The tornado occurred in open fields and there were no reports of damage.,,14
5427069,SAN DIEGO CO.,OCEANSIDE,10/17/2004,608,Tornado, ,F0,0,0,20000,0,CA,PST, ,1181464,C,73,SGX,0,0,NEWSPAPER, ,0.2,25, , , , ,OCEANSIDE,10/17/2004,610,33.2,-117.38333,33.2,-117.38333,,"A cutoff low that sat off the coast for a week eventually made its way back to Southern California, and brought the first measureable rain to the coast in over 182 days. Rainfall amounts were generally from 0.10 at the far southwestern beaches, up to 0.50 inland, and over 1.00 in the mountains. A waterspout came ashore in Oceanside and caused minor damage to structures, blew over some trees, and broke a few windows. The roof of an elementary school was partially torn off by the strong winds. The whole event was brief and the tornado dissapated when it reached Pacific Coast Highway. Another funnel cloud was spotted that afternoon south of Carlsbad near Moon Beach.",15
5426007,TULARE CO.,DINUBA,10/20/2004,1305,Tornado, ,F0,0,0,0,0,CA,PST, ,1181613,C,107,HNX,0,0,TRAINED SPOTTER, ,0.5,15,5,SE,5,SE,DINUBA,10/20/2004,1310,36.48333,-119.31667,36.48333,-119.31667,A rope shaped tornado was relatively stationary even as the parent cell moved northeast. The tornado was short-lived as reported by a spotter and did not have an extensive ground track. No damage was seen in the rural area at the time nor noted by a subsequent NWS survey.,,16
5430713,LOS ANGELES CO.,LONG BEACH,12/28/2004,2240,Tornado, ,F0,0,0,0,0,CA,PST, ,1182734,C,37,LOX,0,0,NWS STORM SURVEY, ,1,5, , , , ,LONG BEACH,12/28/2004,2300,33.78333,-118.16667,33.78333,-118.16667,,"A powerful Pacific storm brought heavy rain, snow and tornados to Central and Southern California. Total rainfall amounts ranged from 2 to 8 inches on the coastal plain to between 6 and 13 inches in the mountains. With such heavy rain, there were many hydrologic problems. Urban flooding was widespread across all of San Luis Obispo, Santa Barbara, Ventura and Los Angeles counties. Flash flooding was reported in Santa Barbara county along Highway 101 at the Gaviota and Winchester exits. In Los Angeles county, flash flooding and debris flows in the mountains and Santa Clarita valley closed down Interstate 5 and Hasley Canyon Road. In Rancho Palos Verdes, a mudslide on 25th Street trapped two vehicles. In the mountains of Ventura and Los Angeles counties, winter storm conditions prevailed. Between 12 and 36 inches of snow fell above the 5000 foot elevation while southeast winds between 30 and 50 mph with gusts to 75 mph resulted in near zero visibilities in blowing snow. On the coastal plain of Los Angeles county, weak tornados were reported in Long Beach, Inglewood and Whittier. The tornados only produced minor damage including downed trees and damaged roofs.",17
5430715,LOS ANGELES CO.,WHITTIER,12/29/2004,15,Tornado, ,F0,0,0,0,0,CA,PST, ,1182734,C,37,LOX,0,0,NWS STORM SURVEY, ,0.5,5, , , , ,WHITTIER,12/29/2004,22,33.95,-118.03333,33.95,-118.03333,,"A powerful Pacific storm brought heavy rain, snow and tornados to Central and Southern California. Total rainfall amounts ranged from 2 to 8 inches on the coastal plain to between 6 and 13 inches in the mountains. With such heavy rain, there were many hydrologic problems. Urban flooding was widespread across all of San Luis Obispo, Santa Barbara, Ventura and Los Angeles counties. Flash flooding was reported in Santa Barbara county along Highway 101 at the Gaviota and Winchester exits. In Los Angeles county, flash flooding and debris flows in the mountains and Santa Clarita valley closed down Interstate 5 and Hasley Canyon Road. In Rancho Palos Verdes, a mudslide on 25th Street trapped two vehicles. In the mountains of Ventura and Los Angeles counties, winter storm conditions prevailed. Between 12 and 36 inches of snow fell above the 5000 foot elevation while southeast winds between 30 and 50 mph with gusts to 75 mph resulted in near zero visibilities in blowing snow. On the coastal plain of Los Angeles county, weak tornados were reported in Long Beach, Inglewood and Whittier. The tornados only produced minor damage including downed trees and damaged roofs.",18
5430714,LOS ANGELES CO.,INGLEWOOD,12/29/2004,15,Tornado, ,F0,0,0,0,0,CA,PST, ,1182734,C,37,LOX,0,0,NWS STORM SURVEY, ,0.5,5, , , , ,INGLEWOOD,12/29/2004,20,33.96667,-118.3,33.96667,-118.3,,"A powerful Pacific storm brought heavy rain, snow and tornados to Central and Southern California. Total rainfall amounts ranged from 2 to 8 inches on the coastal plain to between 6 and 13 inches in the mountains. With such heavy rain, there were many hydrologic problems. Urban flooding was widespread across all of San Luis Obispo, Santa Barbara, Ventura and Los Angeles counties. Flash flooding was reported in Santa Barbara county along Highway 101 at the Gaviota and Winchester exits. In Los Angeles county, flash flooding and debris flows in the mountains and Santa Clarita valley closed down Interstate 5 and Hasley Canyon Road. In Rancho Palos Verdes, a mudslide on 25th Street trapped two vehicles. In the mountains of Ventura and Los Angeles counties, winter storm conditions prevailed. Between 12 and 36 inches of snow fell above the 5000 foot elevation while southeast winds between 30 and 50 mph with gusts to 75 mph resulted in near zero visibilities in blowing snow. On the coastal plain of Los Angeles county, weak tornados were reported in Long Beach, Inglewood and Whittier. The tornados only produced minor damage including downed trees and damaged roofs.",19
5430397,SONOMA CO.,SANTA ROSA,12/29/2004,1210,Tornado, ,F0,0,0,3000,0,CA,PST, ,1182775,C,97,MTR,0,0,LAW ENFORCEMENT, ,0.2,3, , , , ,SANTA ROSA,12/29/2004,1212,38.45,-122.7,38.45,-122.7,"Brief F0 tornado touchdown in the NW portion of the city of Santa Rosa, picked up cinder blocks and threw them into the roof of a house, putting holes in the roof.  Law enforcement officer reported swirl of debris passed over his car.",,20
5478529,BUTTE CO.,OROVILLE,1/8/2005,1645,Tornado, ,F1,0,0,20000,0,CA,PST, ,1199499,C,7,STO,0,0,GENERAL PUBLIC, ,0.1,0.1,5,S,5,S,OROVILLE,1/8/2005,1645,39.45,-121.56667,39.45,-121.56667,,Brief touchdown reported south of Oroville damaging two structures.,21
5438116,RIVERSIDE CO.,HEMET,1/9/2005,1711,Tornado, ,F0,0,0,5000,0,CA,PST, ,1184746,C,65,SGX,0,0,EMERGENCY MANAGER, ,0.1,25,1,S,1,S,HEMET,1/9/2005,1711,33.71667,-116.96667,33.71667,-116.96667,A line of severe thunderstorms produced a brief tornado south of Hemet in the Diamond Valley area. The tornado picked up a metal storage shed and tossed it onto a power pole.,,22
5437648,VENTURA CO.,EL RIO,1/10/2005,645,Tornado, ,F0,0,0,0,0,CA,PST, ,1184694,C,111,LOX,0,0,LAW ENFORCEMENT, ,0.1,1, , , , ,EL RIO,1/10/2005,650,34.23333,-119.16667,34.23333,-119.16667,A California Highway Patrol officer reported a weak tornado in the community of El Rio. No damage or injuries were reported.,,23
5478530,SOLANO CO.,VACAVILLE,1/11/2005,650,Tornado, ,F0,0,0,0,0,CA,PST, ,1199500,C,95,STO,0,0,GENERAL PUBLIC, ,0.1,0.1, , , , ,VACAVILLE,1/11/2005,650,38.36667,-121.98333,38.36667,-121.98333,,Brief touchdown on the edge of town.  No damage noted.,24
5438509,SONOMA CO.,JENNER,1/27/2005,1930,Tornado, ,F1,0,0,150000,0,CA,PST, ,1184595,C,97,MTR,0,0,GENERAL PUBLIC, ,0.5,25,11,N,11,N,JENNER,1/27/2005,1933,38.61667,-123.11667,38.61667,-123.11667,"An F1 tornado ripped through a homestead and portions of three historic barns on the Sonoma Coast - just north of the town of Jenner. 
One barn was completely destroyed and the two others sustained moderate damage. A glass patio attached to the main house was also completely destroyed.",,25
5441495,ORANGE CO.,HUNTINGTON BEACH,2/19/2005,742,Tornado, ,F0,0,0,15000,0,CA,PST, ,1185421,C,59,SGX,0,0,TRAINED SPOTTER, ,0.2,20, , , , ,HUNTINGTON BEACH,2/19/2005,745,33.66667,-118,33.66667,-118,A waterspout came within 100 yards of the Huntington Beach Pier before coming ashore near PCH and 14th Street. Multiple vehicles were damaged by downed trees and power poles along 14th Street. Spotters reported pea to dime size hail with this storm.,,26
5441574,SAN DIEGO CO.,FALLBROOK,2/19/2005,917,Tornado, ,F0,0,0,50000,0,CA,PST, ,1185432,C,73,SGX,0,0,TRAINED SPOTTER, ,2.5,25,3,SW,3,SW,FALLBROOK,2/19/2005,924,33.35,-117.28333,33.38333,-117.25,,"A supercell thunderstorm came ashore in northern Oceanside and produced two tornadoes as it moved northwest from near Camp Pendleton to Temecula. The first tornado was spotted just northeast of Oceanside in rural Fallbrook. The tornado knocked out power, blew down trees and fences, ripped off roof tiles, shredded a boat cover, tossed a swing set, and sent patio furniture flying. The supercell continued to show strong rotation as it moved towards Rainbow, where the second tornado was reported. This tornado tore tiles off of the roofs of several buildings along Old US 395, overturned a large truck on I-15, and sent Palm Tree crowns and a shed flying across the freeway. The tornado then crossed into Riverside County near Rainbow Gap where it damaged some small water towers, a fence, and a car. The most severe damage occurred as the tornado made its descent from Rainbow Gap to the Temecula Creek Golf Couse Inn and Rainbow Canyon Villages in far southwestern Temecula. At least 100 trees, some 100 years old, were blown over in and around the golf course. Most fences and trees in the residential area of Rainbow Canyon Villages were blown over, and several homes had roof shingles blown off.",27
5441575,SAN DIEGO CO.,RAINBOW,2/19/2005,930,Tornado, ,F0,0,0,25000,0,CA,PST, ,1185432,C,73,SGX,0,0,TRAINED SPOTTER, ,2.2,15, , , , ,RAINBOW,2/19/2005,935,33.41667,-117.15,33.41667,-117.15,,"A supercell thunderstorm came ashore in northern Oceanside and produced two tornadoes as it moved northwest from near Camp Pendleton to Temecula. The first tornado was spotted just northeast of Oceanside in rural Fallbrook. The tornado knocked out power, blew down trees and fences, ripped off roof tiles, shredded a boat cover, tossed a swing set, and sent patio furniture flying. The supercell continued to show strong rotation as it moved towards Rainbow, where the second tornado was reported. This tornado tore tiles off of the roofs of several buildings along Old US 395, overturned a large truck on I-15, and sent Palm Tree crowns and a shed flying across the freeway. The tornado then crossed into Riverside County near Rainbow Gap where it damaged some small water towers, a fence, and a car. The most severe damage occurred as the tornado made its descent from Rainbow Gap to the Temecula Creek Golf Couse Inn and Rainbow Canyon Villages in far southwestern Temecula. At least 100 trees, some 100 years old, were blown over in and around the golf course. Most fences and trees in the residential area of Rainbow Canyon Villages were blown over, and several homes had roof shingles blown off.",28
5441576,RIVERSIDE CO.,TEMECULA,2/19/2005,935,Tornado, ,F1,0,0,100000,0,CA,PST, ,1185432,C,65,SGX,0,0,TRAINED SPOTTER, ,2.8,25,1,SW,1,SW,TEMECULA,2/19/2005,943,33.48333,-117.16667,33.5,-117.15,,"A supercell thunderstorm came ashore in northern Oceanside and produced two tornadoes as it moved northwest from near Camp Pendleton to Temecula. The first tornado was spotted just northeast of Oceanside in rural Fallbrook. The tornado knocked out power, blew down trees and fences, ripped off roof tiles, shredded a boat cover, tossed a swing set, and sent patio furniture flying. The supercell continued to show strong rotation as it moved towards Rainbow, where the second tornado was reported. This tornado tore tiles off of the roofs of several buildings along Old US 395, overturned a large truck on I-15, and sent Palm Tree crowns and a shed flying across the freeway. The tornado then crossed into Riverside County near Rainbow Gap where it damaged some small water towers, a fence, and a car. The most severe damage occurred as the tornado made its descent from Rainbow Gap to the Temecula Creek Golf Couse Inn and Rainbow Canyon Villages in far southwestern Temecula. At least 100 trees, some 100 years old, were blown over in and around the golf course. Most fences and trees in the residential area of Rainbow Canyon Villages were blown over, and several homes had roof shingles blown off.",29
5478632,YOLO CO.,WEST SACRAMENTO,2/21/2005,1330,Tornado, ,F0,0,0,2000,0,CA,PST, ,1199505,C,113,STO,0,0,BROADCAST MEDIA, ,0.1,0.1, , , , ,WEST SACRAMENTO,2/21/2005,1330,38.58333,-121.53333,38.58333,-121.53333,,"Brief touchdown in the Southport neighborhood of West Sacramento.  Primarily tree and fence damage, though other minor damage from flying debris was noted.",30
5478631,SACRAMENTO CO.,SACRAMENTO,2/21/2005,1350,Tornado, ,F0,0,0,0,0,CA,PST, ,1199504,C,67,STO,0,0,GENERAL PUBLIC, ,0.1,0.1,1,NE,1,NE,SACRAMENTO,2/21/2005,1350,38.56667,-121.45,38.56667,-121.45,,Brief touchdown near the Cal Expo fairgrounds.  No damage noted.,31
5478630,SACRAMENTO CO.,SACRAMENTO,2/21/2005,1354,Tornado, ,F0,0,0,650000,0,CA,PST, ,1199503,C,67,STO,0,0,GENERAL PUBLIC, ,0.3,0.1,5,N,5,N,SACRAMENTO,2/21/2005,1358,38.61667,-121.46667,38.61667,-121.46667,,A tornado touched down in the Natomas area of the Sacramento Metro area and was also viewed from the Sacramento International Airport.  Nine businesses and several residences were damaged with mostly cosmetic damage and a tractor-trailer was overturned .  Power was lost to 6200 customers for two minutes.,32
5441577,SAN DIEGO CO.,CHULA VISTA,2/23/2005,1050,Tornado, ,F0,0,0,0,0,CA,PST, ,1185433,C,73,SGX,0,0,TRAINED SPOTTER, ,0.1,10, , , , ,CHULA VISTA,2/23/2005,1055,32.63333,-117.08333,32.63333,-117.08333,"Numerous reports of a funnel cloud near the 805 Freeway were received at about 1050 AM. As the funnel cloud continued to lower from the cloud base, some motorists stopped and exited their vehicles on the side of the freeway to get a better look at it. There was one report from a trained spotter that the funnel cloud touched down and became a tornado very briefly. There were no reports of damage. A photo published in a local newspaper confirms the funnel cloud made it at least three quarters of the way to the ground.",,33
5441691,RIVERSIDE CO.,LAKE ELSINORE,2/26/2005,1500,Tornado, ,F0,0,0,0,0,CA,PST, ,1185436,C,65,SGX,0,0,GENERAL PUBLIC, ,2,15, , , , ,LAKE ELSINORE,2/26/2005,1505,33.7,-117.3,33.7,-117.3,Many people witnessed a tornado near Nichols Rd in northeastern Lake Elsinore. A photograph of the event clearly shows this to be a landspout. The landspout lasted 5 minutes and developed under a line of cumulus clouds in the Elsinore Convergence Zone. The landspout did not hit any structures and there were no reports of injuries.,,34
5440573,SAN BERNARDINO CO.,FONTANA,3/4/2005,1220,Tornado, ,F0,0,0,20000,0,CA,PST, ,1185853,C,71,SGX,0,0,LAW ENFORCEMENT, ,0.5,15, , , , ,FONTANA,3/4/2005,1225,34.1,-117.43333,34.1,-117.43333,"A brief tornado touched down in Fontana on Elm Street and blew roof shingles off three homes, ripped the roof off a water well building, felled several trees, and brought down powerlines. The tornado was accompanied by pea and marble-sized hail.",,35
5478639,YOLO CO.,DUNNIGAN,3/20/2005,1120,Tornado, ,F0,0,0,1000,20000,CA,PST, ,1199510,C,113,STO,0,0,GENERAL PUBLIC, ,1.2,0.1,4,W,4,W,DUNNIGAN,3/20/2005,1121,38.88333,-122.03333,38.88333,-122.01667,,Tornado traveled through an agricultural area.  Damage was caused to a property fence and to a grove of almond trees.,36
5478644,STANISLAUS CO.,MODESTO,3/20/2005,1320,Tornado, ,F0,0,0,0,0,CA,PST, ,1199515,C,99,STO,0,0,GENERAL PUBLIC, ,0.1,0.1, , , , ,MODESTO,3/20/2005,1320,37.65,-121,37.65,-121,,Brief touchdown.  No damage noted.,37
5440775,SAN MATEO CO.,SOUTH SAN FRANCISCO,3/20/2005,1535,Tornado, ,F1,0,0,800000,0,CA,PST, ,1185678,C,81,MTR,0,0,BROADCAST MEDIA, ,3,30, , , , ,SOUTH SAN FRANCISCO,3/20/2005,1545,37.65,-122.41667,37.65,-122.41667,An F1 tornado touched down in South San Francisco damaging approximately 60 structures.,,38
5478645,SUTTER CO.,YUBA CITY,3/29/2005,1615,Tornado, ,F0,0,0,0,0,CA,PST, ,1199516,C,101,STO,0,0,GENERAL PUBLIC, ,0.2,0.1, , , , ,YUBA CITY,3/29/2005,1616,39.13333,-121.61667,39.13333,-121.61667,,Brief touchdown on the southwest edge of Yuba City.  No damage noted.,39
5478741,SAN JOAQUIN CO.,LATHROP,4/8/2005,1312,Tornado, ,F0,0,0,10000,80000,CA,PST, ,1199528,C,77,STO,0,0,FIRE DEPT/RESCUE SQUAD, ,1.5,0.2,1,SW,1,SW,LATHROP,4/8/2005,1312,37.81667,-121.3,37.83333,-121.25,,Minor damage to three residences.  Most damage was to almond groves in which several dozen trees were uprooted.,40
5478659,SACRAMENTO CO.,SACRAMENTO METRO ARPT,4/8/2005,1455,Tornado, ,F0,0,0,0,0,CA,PST, ,1199525,C,67,STO,0,0,GENERAL PUBLIC, ,0.1,0.1,1,N,1,N,SACRAMENTO METRO ARPT,4/8/2005,1455,38.5,-121.3,38.5,-121.3,,Brief touchdown in open fields.,41
5478740,BUTTE CO.,DURHAM,4/8/2005,1505,Tornado, ,F0,0,0,10000,0,CA,PST, ,1199527,C,7,STO,0,0,NWS STORM SURVEY, ,0.1,0.1,2,S,2,S,DURHAM,4/8/2005,1505,39.61667,-121.8,39.63333,-121.8,,Minor damage to a residence and nearby trees.,42
5478739,SACRAMENTO CO.,SACRAMENTO,4/8/2005,1522,Tornado, ,F0,0,0,25000,0,CA,PST, ,1199526,C,67,STO,0,0,GENERAL PUBLIC, ,0.1,0.1,8,N,8,N,SACRAMENTO,4/8/2005,1522,38.66667,-121.46667,38.66667,-121.46667,,"Brief touchdown caused damage to a church roof, residential property fences, and to tree branches.",43
5446563,MERCED CO.,BALLICO,4/8/2005,1720,Tornado, ,F0,0,0,25000,50000,CA,PST, ,1188751,C,47,HNX,0,0,NEWSPAPER, ,1.2,50,1,W,1,W,BALLICO,4/8/2005,1732,37.45,-120.71667,37.45,-120.7,"At Ballico, one larger funnel ran a course from northwest to southeast just west of the community of Ballico in Northern Merced County with a smaller funnel causing damage in a smaller path northeast of the main funnel in Ballico itself. The tornado was associated convection along pre- and post-trof wind shift line in the Central San Joaquin Valley during the early evening of the 8th.",,44
5449085,FRESNO CO.,FOWLER,5/9/2005,1018,Tornado, ,F0,0,0,0,0,CA,PST, ,1189352,C,19,HNX,0,0,TRAINED SPOTTER, ,0,25,1,W,1,W,FOWLER,5/9/2005,1019,36.63333,-119.68333,36.63333,-119.68333,A brief touchdown of a small tornado occurred during the late morning of the 9th in Southern Fresno County near the town of Fowler. No damage was reported and the funnel was seen by numerous motorists and the California Highway Patrol.,,45
5478746,SUTTER CO.,YUBA CITY,5/9/2005,1430,Tornado, ,F0,0,0,85000,5000,CA,PST, ,1199532,C,101,STO,0,0,EMERGENCY MANAGER, ,1,0.1,4,SW,4,SW,YUBA CITY,5/9/2005,1432,39.1,-121.66667,39.1,-121.65,,"Damage to a commercial building and two residential out-buildings.  Minor damage to several residences, property fences, and surrounding trees.  Several plum (prune) trees were uprooted.",46
